species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
Adelie,Torgersen,39.2,19.6,194.78335490038856,4716.630782750866,MALE
Adelie,Torgersen,34.1,18.1,192.96662941133604,3448.3790140380333,
Adelie,Torgersen,42.0,20.2,190.79243012599733,4230.566158347365,
Adelie,Torgersen,37.8,17.1,186.10460459374934,3257.2722674991883,
Adelie,Torgersen,37.8,17.3,180.52585405996302,3729.442143020685,
Adelie,Torgersen,41.1,17.6,182.1604414983242,3281.454950210948,FEMALE
Adelie,Torgersen,38.6,21.2,192.47383144998958,3876.8371288391136,MALE
Adelie,Torgersen,34.6,21.1,199.61288471784815,4286.896496409841,MALE
Adelie,Torgersen,36.6,17.8,184.52610874803852,3636.2311802091176,FEMALE
Adelie,Torgersen,38.7,19.0,194.84855562666652,3452.7821629235646,FEMALE
Adelie,Torgersen,42.5,20.7,195.51536701072212,4540.517772815723,MALE
Adelie,Torgersen,34.4,18.4,184.35651086427467,3339.892923199966,FEMALE
Adelie,Torgersen,46.0,21.5,192.22139741057808,4174.543266946113,MALE
Adelie,Biscoe,37.8,18.3,174.0236057688609,3353.118914012406,FEMALE
Adelie,Biscoe,37.7,18.7,180.01006100802687,3606.873043277459,MALE
Adelie,Biscoe,35.9,19.2,189.0928425022167,3764.873739125085,FEMALE
Adelie,Biscoe,38.2,18.1,184.62971438230656,3903.293970678323,MALE
Adelie,Biscoe,38.8,17.2,180.46331852391998,3850.7659687937926,MALE
Adelie,Biscoe,35.3,18.9,186.59932675050044,3796.951142893855,FEMALE
Adelie,Biscoe,40.6,18.6,182.59858629973112,3556.503063998901,MALE
Adelie,Biscoe,40.5,17.9,186.17181409955816,3164.1279372266376,FEMALE
Adelie,Biscoe,37.9,18.6,172.52158638072297,3150.7795807904295,FEMALE
Adelie,Biscoe,40.5,18.9,180.798308251941,3936.2996689845263,MALE
Adelie,Dream,39.5,16.7,179.68538660881376,3238.1799556453893,FEMALE
Adelie,Dream,37.2,18.1,177.8894270874843,3880.8515277204333,MALE
Adelie,Dream,39.5,17.8,187.80493645975383,3238.5235160738484,FEMALE
Adelie,Dream,40.9,18.9,184.0262109216559,3863.0902153503857,MALE
Adelie,Dream,36.4,17.0,195.9027561338194,3307.9895146000617,FEMALE
Adelie,Dream,39.2,21.1,196.2524570746634,4143.899226833629,MALE
Adelie,Dream,38.8,20.0,189.4356526229422,3984.2490128066356,MALE
Adelie,Dream,42.2,18.5,181.55511403033753,3611.177932136361,FEMALE
Adelie,Dream,37.6,19.3,178.94256328633625,3298.984108730101,FEMALE
Adelie,Dream,39.8,19.1,184.63435771624663,4651.561673223978,MALE
Adelie,Dream,36.5,18.0,184.6623854020676,3175.393633824194,FEMALE
Adelie,Dream,40.8,18.4,194.1988187256941,3897.5854890156124,MALE
Adelie,Dream,36.0,18.5,187.18812958092846,3046.8510139047507,FEMALE
Adelie,Dream,44.1,19.7,195.372041533721,4404.995698483923,MALE
Adelie,Dream,37.0,16.9,186.45849259930046,3050.9068029047226,FEMALE
Adelie,Dream,39.6,18.8,189.6432433266013,4659.706353242698,MALE
Adelie,Dream,41.1,19.0,181.68929155740992,3392.3996203316997,MALE
Adelie,Dream,37.5,18.9,179.44717970214853,2986.9486996258524,
Adelie,Dream,36.0,17.9,192.09837601555205,3486.7633278509634,FEMALE
Adelie,Dream,42.3,21.2,189.0204075918808,4234.829036167021,MALE
Adelie,Biscoe,39.6,17.7,183.79604957490625,3511.8932587420586,FEMALE
Adelie,Biscoe,40.1,18.9,190.3960631925923,4343.634753887682,MALE
Adelie,Biscoe,35.0,17.9,190.53590771858978,3451.75051773107,FEMALE
Adelie,Biscoe,42.0,19.5,199.21763702335278,4092.2875141106842,MALE
Adelie,Biscoe,34.5,18.1,186.23675681781054,2769.7990693372703,FEMALE
Adelie,Biscoe,41.4,18.6,191.5225070113351,3743.894894950351,MALE
Adelie,Biscoe,39.0,17.5,185.2724867321947,3564.760485836431,FEMALE
Adelie,Biscoe,40.6,18.8,194.50210236987635,3832.2025773449354,MALE
Adelie,Biscoe,36.5,16.6,181.78880047076407,2841.6858458924835,FEMALE
Adelie,Biscoe,37.6,19.1,192.8752721535705,3756.265981215737,MALE
Adelie,Biscoe,35.7,16.9,184.89082830933228,3112.2228073326305,FEMALE
Adelie,Biscoe,41.3,21.1,195.22170505933542,4386.747487329638,MALE
Adelie,Biscoe,37.6,17.0,185.1614663772222,3599.9808719803254,FEMALE
Adelie,Biscoe,41.1,18.2,191.3120680510097,4150.012442837461,MALE
Adelie,Biscoe,36.4,17.1,183.41498182908168,2923.525013535936,FEMALE
Adelie,Biscoe,41.6,18.0,192.97403686734904,3955.329552392064,MALE
Adelie,Biscoe,35.5,16.2,195.4025032098073,3207.63581382742,FEMALE
Adelie,Biscoe,41.1,19.1,187.07726473326002,4142.086952145506,MALE
Adelie,Torgersen,35.9,16.6,189.4866817038947,3087.097572617175,FEMALE
Adelie,Torgersen,41.8,19.4,198.0341911248174,4378.647848135752,MALE
Adelie,Torgersen,33.5,19.0,188.43718489086783,3473.179596533386,FEMALE
Adelie,Torgersen,39.7,18.4,189.49686417450943,3978.9964522375076,MALE
Adelie,Torgersen,39.6,17.2,195.49606142963097,3536.2733795655136,FEMALE
Adelie,Torgersen,45.8,18.9,196.7944071505286,4211.27116054269,MALE
Adelie,Torgersen,35.5,17.5,189.02486109582193,3726.4328788532916,FEMALE
Adelie,Torgersen,42.8,18.5,197.1268771560717,4215.838367914099,MALE
Adelie,Torgersen,40.9,16.8,191.5828827931355,3763.16360093257,FEMALE
Adelie,Torgersen,37.2,19.4,184.0494997372465,3907.538077744176,MALE
Adelie,Torgersen,36.2,16.1,187.84245969089673,3560.6713650636802,FEMALE
Adelie,Torgersen,42.1,19.1,196.35390931731283,4036.907661237607,MALE
Adelie,Torgersen,34.6,17.2,188.30394939289906,3161.8788355473084,FEMALE
Adelie,Torgersen,42.9,17.6,195.1385606178638,4612.364403595625,MALE
Adelie,Torgersen,36.7,18.8,186.49425394418603,3853.221399532128,FEMALE
Adelie,Torgersen,35.1,19.4,193.84095139420674,4184.00378359406,MALE
Adelie,Dream,37.3,17.8,191.5027672293518,3348.359640433186,FEMALE
Adelie,Dream,41.3,20.3,193.23982047659396,3556.374407060853,MALE
Adelie,Dream,36.3,19.5,188.94700647630967,3811.873174245335,MALE
Adelie,Dream,36.9,18.6,188.73188652928926,3549.7900028612607,FEMALE
Adelie,Dream,38.3,19.2,188.58134973905416,3909.8124077683506,MALE
Adelie,Dream,38.9,18.8,189.05346829118767,3609.386127797436,FEMALE
Adelie,Dream,35.7,18.0,202.15113977838786,3506.837509228782,FEMALE
Adelie,Dream,41.1,18.1,204.41080227847362,4370.107881435191,MALE
Adelie,Dream,34.0,17.1,184.4949207193968,3403.1854822840246,FEMALE
Adelie,Dream,39.6,18.1,187.38182403197868,4480.407888476231,MALE
Adelie,Dream,36.2,17.3,186.79376306283302,3196.5683870491166,FEMALE
Adelie,Dream,40.8,18.9,206.79697596545057,4304.750161749915,MALE
Adelie,Dream,38.1,18.6,189.17220323442334,3735.235621854117,FEMALE
Adelie,Dream,40.3,18.5,196.951786939106,4335.691090217936,MALE
Adelie,Dream,33.1,16.1,177.1285940653836,2882.152624365293,FEMALE
Adelie,Dream,43.2,18.5,191.7156874345976,4148.575285636499,MALE
Adelie,Biscoe,35.0,17.9,191.30038162085634,3658.5975820151043,FEMALE
Adelie,Biscoe,41.0,20.0,202.88098103993664,4830.193146108746,MALE
Adelie,Biscoe,37.7,16.0,183.01322387431085,3025.007830067933,FEMALE
Adelie,Biscoe,37.8,20.0,189.84062008877441,4338.335199448003,MALE
Adelie,Biscoe,37.9,18.6,193.18472897471852,2931.7272543843073,FEMALE
Adelie,Biscoe,39.7,18.9,183.83858086188584,3583.2731298742415,MALE
Adelie,Biscoe,38.6,17.2,197.8869978283444,3727.5746784832945,FEMALE
Adelie,Biscoe,38.2,20.0,189.72485847224857,3874.3646009372865,MALE
Adelie,Biscoe,38.1,17.0,180.54985775125712,3213.3426731608483,FEMALE
Adelie,Biscoe,43.2,19.0,196.8367119872202,4804.695101399696,MALE
Adelie,Biscoe,38.1,16.5,198.1180017421704,3855.835799143583,FEMALE
Adelie,Biscoe,45.6,20.3,191.6437283108902,4654.026188219194,MALE
Adelie,Biscoe,39.7,17.7,192.65775778961424,3299.0305678296218,FEMALE
Adelie,Biscoe,42.2,19.5,196.5168511765747,4273.929128935113,MALE
Adelie,Biscoe,39.6,20.7,191.08601661796442,3789.632661763974,FEMALE
Adelie,Biscoe,42.7,18.3,197.73869296688588,4054.578204420176,MALE
Adelie,Torgersen,38.6,17.0,187.91658834010454,2990.1392508901563,FEMALE
Adelie,Torgersen,37.3,20.5,199.52269368180163,3697.6099360971484,MALE
Adelie,Torgersen,35.7,17.0,189.9900560896197,3388.5773810915257,FEMALE
Adelie,Torgersen,41.1,18.6,189.67998467923218,3282.174956574425,MALE
Adelie,Torgersen,36.2,17.2,186.99397695244426,3105.286172547297,FEMALE
Adelie,Torgersen,37.7,19.8,197.59741559124194,3528.563066700794,MALE
Adelie,Torgersen,40.2,17.0,176.63760744581182,3447.295026817614,FEMALE
Adelie,Torgersen,41.4,18.5,202.24519333091413,3909.753347040655,MALE
Adelie,Torgersen,35.2,15.9,185.91002857120756,3000.24785820168,FEMALE
Adelie,Torgersen,40.6,19.0,197.20396817740811,3994.3454851033607,MALE
Adelie,Torgersen,38.8,17.6,191.42185993229648,3313.099956313475,FEMALE
Adelie,Torgersen,41.5,18.3,194.19971177742414,4295.448355693838,MALE
Adelie,Torgersen,39.0,17.1,190.35420862983065,3051.237071601736,FEMALE
Adelie,Torgersen,44.1,18.0,210.8272512135504,3983.6531902981737,MALE
Adelie,Torgersen,38.5,17.9,188.287696858437,3335.8526132454463,FEMALE
Adelie,Torgersen,43.1,19.2,197.38427541348875,3479.0250092063648,MALE
Adelie,Dream,36.8,18.5,192.85107077053667,3500.3369856594895,FEMALE
Adelie,Dream,37.5,18.5,199.9552236162923,4460.0469836621005,MALE
Adelie,Dream,38.1,17.6,185.582617370383,3433.042345868806,FEMALE
Adelie,Dream,41.1,17.5,189.58150438385994,3742.0363522444477,MALE
Adelie,Dream,35.6,17.5,190.43835913361028,3221.717814425894,FEMALE
Adelie,Dream,40.2,20.1,199.80655482845827,4047.364855528455,MALE
Adelie,Dream,37.0,16.5,184.70581271633867,3387.4908028222976,FEMALE
Adelie,Dream,39.7,17.9,193.42432390815756,4311.595938637006,MALE
Adelie,Dream,40.2,17.1,193.51671263366467,3482.303913415717,FEMALE
Adelie,Dream,40.6,17.2,187.94975060425435,3507.8891656063834,MALE
Adelie,Dream,32.1,15.5,187.38113100674053,3057.1144071660974,FEMALE
Adelie,Dream,40.7,17.0,190.14416434394533,3785.2560542502583,MALE
Adelie,Dream,37.3,16.8,192.39797206969834,2962.395006823453,FEMALE
Adelie,Dream,39.0,18.7,185.5173353167969,3644.7059462624675,MALE
Adelie,Dream,39.2,18.6,191.77279097135997,4275.674978330973,MALE
Adelie,Dream,36.6,18.4,183.76059139323655,3422.9244019506627,FEMALE
Adelie,Dream,36.0,17.8,196.1523429768621,3353.6428890641478,FEMALE
Adelie,Dream,37.8,18.1,192.49265449162812,3769.206196202566,MALE
Adelie,Dream,36.0,17.1,187.96514365536083,3709.836894474515,FEMALE
Adelie,Dream,41.5,18.5,198.5867481850123,3991.6430625111793,MALE
Chinstrap,Dream,46.5,17.9,192.65663091768502,3572.0548540865893,FEMALE
Chinstrap,Dream,50.0,19.5,196.44483701046997,3987.829674212626,MALE
Chinstrap,Dream,51.3,19.2,192.59152884422784,3640.0724228359563,MALE
Chinstrap,Dream,45.4,18.7,187.32326859223977,3608.935558723837,FEMALE
Chinstrap,Dream,52.7,19.8,198.74076581765996,3762.185640254808,MALE
Chinstrap,Dream,45.2,17.8,198.81048653328622,3879.812001723198,FEMALE
Chinstrap,Dream,46.1,18.2,178.02775359219646,3243.0463536015723,FEMALE
Chinstrap,Dream,51.3,18.2,197.9319761261955,3722.4700078444457,MALE
Chinstrap,Dream,46.0,18.9,194.25188252516716,4128.939549979416,FEMALE
Chinstrap,Dream,51.3,19.9,197.17356361958826,3687.40585115046,MALE
Chinstrap,Dream,46.6,17.8,192.83267554005903,3798.1490248589967,FEMALE
Chinstrap,Dream,51.7,20.3,196.02198384885872,3837.753848921467,MALE
Chinstrap,Dream,47.0,17.3,185.2085641331538,3700.6730378816274,FEMALE
Chinstrap,Dream,52.0,18.1,201.5382083311742,4074.340319972903,MALE
Chinstrap,Dream,45.9,17.1,190.5195814888197,3473.7519166783445,FEMALE
Chinstrap,Dream,50.5,19.6,200.15783829190374,3994.2628723086978,MALE
Chinstrap,Dream,50.3,20.0,197.38618338555952,3330.3776106237087,MALE
Chinstrap,Dream,58.0,17.8,181.36156553182684,3737.654518736321,FEMALE
Chinstrap,Dream,46.4,18.6,190.05131984058386,3449.101045435553,FEMALE
Chinstrap,Dream,49.2,18.2,195.146434567106,4471.74333321782,MALE
Chinstrap,Dream,42.4,17.3,181.070428780364,3609.736835948861,FEMALE
Chinstrap,Dream,48.5,17.5,191.66854484499785,3300.018117634645,MALE
Chinstrap,Dream,43.2,16.6,187.83647592033685,2850.3375844741367,FEMALE
Chinstrap,Dream,50.6,19.4,194.90575427097272,3743.6673449400196,MALE
Chinstrap,Dream,46.7,17.9,193.1884536970449,3284.459923612735,FEMALE
Chinstrap,Dream,52.0,19.0,197.38276673497725,4109.8085475942125,MALE
Chinstrap,Dream,50.5,18.4,200.23367901919477,3461.171532150541,FEMALE
Chinstrap,Dream,49.5,19.0,201.4169809679307,3813.9063641868906,MALE
Chinstrap,Dream,46.4,17.8,191.50855621649973,3723.6478435219396,FEMALE
Chinstrap,Dream,52.8,20.0,204.36613286293255,4576.724810550011,MALE
Chinstrap,Dream,40.9,16.6,186.49431769813273,3198.076335621404,FEMALE
Chinstrap,Dream,54.2,20.8,202.00194712798836,4285.55843052948,MALE
Chinstrap,Dream,42.5,16.7,187.8431747279566,3315.119746743006,FEMALE
Chinstrap,Dream,51.0,18.8,202.60543220405788,4141.842136307598,MALE
Chinstrap,Dream,49.7,18.6,196.25852175332483,3578.360663231048,MALE
Chinstrap,Dream,47.5,16.8,199.00125872843435,3903.339109935906,FEMALE
Chinstrap,Dream,47.6,18.3,193.75000248414904,3917.2936406014064,FEMALE
Chinstrap,Dream,52.0,20.7,212.21954117586125,4772.853708257227,MALE
Chinstrap,Dream,46.9,16.6,190.35251718517088,2658.8407661644123,FEMALE
Chinstrap,Dream,53.5,19.9,205.07439429075495,4490.633135206824,MALE
Chinstrap,Dream,49.0,19.5,209.9556676648097,3959.4446373432947,MALE
Chinstrap,Dream,46.2,17.5,186.63785391902584,3637.0937273136224,FEMALE
Chinstrap,Dream,50.9,19.1,195.1810234888188,3585.5749061301303,MALE
Chinstrap,Dream,45.5,17.0,196.3304748697981,3520.1759005462372,FEMALE
Chinstrap,Dream,50.9,17.9,198.03860236849147,3694.3092187721236,FEMALE
Chinstrap,Dream,50.8,18.5,200.4620812370189,4494.18801172724,MALE
Chinstrap,Dream,50.1,17.9,189.496342738325,3342.191043214526,FEMALE
Chinstrap,Dream,49.0,19.6,212.3699979064144,4281.5445517057005,MALE
Chinstrap,Dream,51.5,18.7,186.78274810226898,3212.990072381032,MALE
Chinstrap,Dream,49.8,17.3,197.3382656500096,3743.8244859102506,FEMALE
Chinstrap,Dream,48.1,16.4,198.6919966095895,3311.397054440326,FEMALE
Chinstrap,Dream,51.4,19.0,200.82006208223396,3986.2492516996267,MALE
Chinstrap,Dream,45.7,17.3,194.4251256172148,3570.176990799706,FEMALE
Chinstrap,Dream,50.7,19.7,203.50221189792657,3943.8401958240743,MALE
Chinstrap,Dream,42.5,17.3,186.66790866652315,3300.030962998083,FEMALE
Chinstrap,Dream,52.2,18.8,196.12437034430923,3410.8259505923374,MALE
Chinstrap,Dream,45.2,16.6,191.10617928996186,3245.7085920641457,FEMALE
Chinstrap,Dream,49.3,19.9,203.47110951931094,4111.519325154601,MALE
Chinstrap,Dream,50.2,18.8,201.0884375793061,3833.393558245791,MALE
Chinstrap,Dream,45.6,19.4,193.6508923166478,3472.860599753907,FEMALE
Chinstrap,Dream,51.9,19.5,207.75146960741722,4021.8185213324637,MALE
Chinstrap,Dream,46.8,16.5,189.2584671030104,3717.9010844951235,FEMALE
Chinstrap,Dream,45.7,17.0,194.41967054756714,3590.1448955110177,FEMALE
Chinstrap,Dream,55.8,19.8,207.41466730816248,3985.101584161693,MALE
Chinstrap,Dream,43.5,18.1,202.2142236367977,3464.14911070658,FEMALE
Chinstrap,Dream,49.6,18.2,191.83824395302986,3828.6025412121435,MALE
Chinstrap,Dream,50.8,19.0,211.49939144297005,4162.465454144128,MALE
Chinstrap,Dream,50.2,18.7,198.0825374708784,3795.7163385502135,FEMALE
Gentoo,Biscoe,46.1,13.2,210.09461824324936,4565.00468548861,FEMALE
Gentoo,Biscoe,50.0,16.3,229.74647310910524,5766.630131515269,MALE
Gentoo,Biscoe,48.7,14.1,209.99935068610276,4422.435619019603,FEMALE
Gentoo,Biscoe,50.0,15.2,216.61983479881337,5686.700858067126,MALE
Gentoo,Biscoe,47.6,14.5,215.46346973209094,5334.044698161965,MALE
Gentoo,Biscoe,46.5,13.5,211.63818703230532,4560.63182458697,FEMALE
Gentoo,Biscoe,45.4,14.6,210.68903425245415,4910.617089012866,FEMALE
Gentoo,Biscoe,46.7,15.3,218.45268700652514,5219.154523642656,MALE
Gentoo,Biscoe,43.3,13.4,208.9396222355992,4426.149643704193,FEMALE
Gentoo,Biscoe,46.8,15.4,213.58681688534125,5161.396178322612,MALE
Gentoo,Biscoe,40.9,13.7,213.99763059256875,4649.038501264794,FEMALE
Gentoo,Biscoe,49.0,16.1,216.11305865073177,5560.280103490011,MALE
Gentoo,Biscoe,45.5,13.7,215.3175301875106,4677.640318957776,FEMALE
Gentoo,Biscoe,48.4,14.6,211.8379541939704,5835.77132403105,MALE
Gentoo,Biscoe,45.8,14.6,209.84646171175234,4197.795992254157,FEMALE
Gentoo,Biscoe,49.3,15.7,217.41258607045017,5950.297156910331,MALE
Gentoo,Biscoe,42.0,13.5,209.5517058696441,4214.240739707857,FEMALE
Gentoo,Biscoe,49.2,15.2,222.173944491628,6199.473190693146,MALE
Gentoo,Biscoe,46.2,14.5,208.82585360677115,4806.802154376124,FEMALE
Gentoo,Biscoe,48.7,15.1,222.6968635020027,5442.952284157272,MALE
Gentoo,Biscoe,50.2,14.3,217.42013710156348,5749.297469874604,MALE
Gentoo,Biscoe,45.1,14.5,214.85438467902128,4978.132538920079,FEMALE
Gentoo,Biscoe,46.5,14.5,213.7616341819424,4377.804695571259,FEMALE
Gentoo,Biscoe,46.3,15.8,215.3035340096007,4975.931726767779,MALE
Gentoo,Biscoe,42.9,13.1,216.59184145948058,4941.937463429431,FEMALE
Gentoo,Biscoe,46.1,15.1,214.32683321835918,5056.319461433305,MALE
Gentoo,Biscoe,44.5,14.3,214.6310889090416,4005.451497213945,
Gentoo,Biscoe,47.8,15.0,214.54602475493823,5647.301556184281,MALE
Gentoo,Biscoe,48.2,14.3,211.22618272906428,4518.351376744028,FEMALE
Gentoo,Biscoe,50.0,15.3,220.88805855982855,5596.935410080834,MALE
Gentoo,Biscoe,47.3,15.3,222.50427222019323,5208.422824761009,MALE
Gentoo,Biscoe,42.8,14.2,210.3453252033918,4772.788827262934,FEMALE
Gentoo,Biscoe,45.1,14.5,204.8114634382848,5108.833969362966,FEMALE
Gentoo,Biscoe,59.6,17.0,231.2993688292158,6034.323434262459,MALE
Gentoo,Biscoe,49.1,14.8,222.18751004828147,5124.17013501108,FEMALE
Gentoo,Biscoe,48.4,16.3,219.65117853447111,5412.16592194092,MALE
Gentoo,Biscoe,42.6,13.7,212.60583649751064,4967.261570924445,FEMALE
Gentoo,Biscoe,44.4,17.3,219.64448976974228,5202.09490548475,MALE
Gentoo,Biscoe,44.0,13.6,208.79850881358513,4403.52454604859,FEMALE
Gentoo,Biscoe,48.7,15.7,206.2384547296141,5343.126994609837,MALE
Gentoo,Biscoe,42.7,13.7,206.5460260398071,3989.7761689011845,FEMALE
Gentoo,Biscoe,49.6,16.0,226.77481255392195,5740.2797216861,MALE
Gentoo,Biscoe,45.3,13.7,210.64538821917716,4329.447338827864,FEMALE
Gentoo,Biscoe,49.6,15.0,216.7246832860212,4758.211062787302,MALE
Gentoo,Biscoe,50.5,15.9,220.70874856476536,5613.193180908121,MALE
Gentoo,Biscoe,43.6,13.9,217.396200440222,4877.721924118785,FEMALE
Gentoo,Biscoe,45.5,13.9,211.48169482235178,4219.74275385283,FEMALE
Gentoo,Biscoe,50.5,15.9,225.6716467450689,5289.286028062201,MALE
Gentoo,Biscoe,44.9,13.3,214.33534228796108,5075.099076287767,FEMALE
Gentoo,Biscoe,45.2,15.8,215.74792113228642,5180.36848707345,MALE
Gentoo,Biscoe,46.6,14.2,210.26651871926765,4812.40090073864,FEMALE
Gentoo,Biscoe,48.5,14.1,221.39549615458145,5241.077789745383,MALE
Gentoo,Biscoe,45.1,14.4,210.504314679199,4328.377700554719,FEMALE
Gentoo,Biscoe,50.1,15.0,224.547939220502,4993.839783555693,MALE
Gentoo,Biscoe,46.5,14.4,215.1471285949592,4797.590070353851,FEMALE
Gentoo,Biscoe,45.0,15.4,220.04613590839455,4890.159749920981,MALE
Gentoo,Biscoe,43.8,13.9,206.4138734052792,4286.584567690694,FEMALE
Gentoo,Biscoe,45.5,15.0,220.97649827869674,5036.920317329429,MALE
Gentoo,Biscoe,43.2,14.5,208.88793903940464,4452.328460626551,FEMALE
Gentoo,Biscoe,50.4,15.3,222.79565002211524,5569.951127968029,MALE
Gentoo,Biscoe,45.3,13.8,207.34876334102387,4150.089643841837,FEMALE
Gentoo,Biscoe,46.2,14.9,220.18039393028593,5333.119599580841,MALE
Gentoo,Biscoe,45.7,13.9,215.8106064727117,4358.142851219277,FEMALE
Gentoo,Biscoe,54.3,15.7,231.01906365501793,5705.914667531583,MALE
Gentoo,Biscoe,45.8,14.2,220.24604425229606,4777.603334804562,FEMALE
Gentoo,Biscoe,49.8,16.8,229.08460706628958,5723.07376348432,MALE
Gentoo,Biscoe,46.2,14.4,214.49812299789548,4629.040158516122,
Gentoo,Biscoe,49.5,16.2,229.459254478822,5757.506245982339,MALE
Gentoo,Biscoe,43.5,14.2,222.33510194054907,4669.592601374213,FEMALE
Gentoo,Biscoe,50.7,15.0,222.77694897588512,5584.2587288337645,MALE
Gentoo,Biscoe,47.7,15.0,215.15108384989,4723.033377902274,FEMALE
Gentoo,Biscoe,46.4,15.6,220.41516335929688,4989.570728618232,MALE
Gentoo,Biscoe,48.2,15.6,220.86818616407987,5133.531974670196,MALE
Gentoo,Biscoe,46.5,14.8,216.88077003124977,5243.819754244643,FEMALE
Gentoo,Biscoe,46.4,15.0,215.24169701170712,4753.2644159472375,FEMALE
Gentoo,Biscoe,48.6,16.0,229.90992176489598,5863.950969090993,MALE
Gentoo,Biscoe,47.5,14.2,208.3740138552545,4594.245326414995,FEMALE
Gentoo,Biscoe,51.1,16.3,219.37470246884305,6014.903966681445,MALE
Gentoo,Biscoe,45.2,13.8,216.35822212366188,4730.24062128232,FEMALE
Gentoo,Biscoe,45.2,16.4,223.20034096853647,5924.806994738687,MALE
Gentoo,Biscoe,49.1,14.5,212.6539678489764,4675.702952572874,FEMALE
Gentoo,Biscoe,52.5,15.6,221.20302411474222,5474.807685444076,MALE
Gentoo,Biscoe,47.4,14.6,212.53520555753758,4740.3062679554405,FEMALE
Gentoo,Biscoe,50.0,15.9,223.87427366962007,5322.932154328156,MALE
Gentoo,Biscoe,44.9,13.8,212.6089473854194,4688.284605093217,FEMALE
Gentoo,Biscoe,50.8,17.3,227.16401731824908,5607.638090416684,MALE
Gentoo,Biscoe,43.4,14.4,216.37900970128078,4623.6042952998405,FEMALE
Gentoo,Biscoe,51.3,14.2,218.08401214604044,5332.044677090544,MALE
Gentoo,Biscoe,47.5,14.0,211.52527391253605,4823.547533743698,FEMALE
Gentoo,Biscoe,52.1,17.0,229.43462825476928,5553.413801793416,MALE
Gentoo,Biscoe,47.5,15.0,218.63781538959185,4898.963855758071,FEMALE
Gentoo,Biscoe,52.2,17.1,228.92054110673746,5433.967845561273,MALE
Gentoo,Biscoe,45.5,14.5,212.2367028282001,4682.747441282761,FEMALE
Gentoo,Biscoe,49.5,16.1,222.50438634131442,5617.459652220027,MALE
Gentoo,Biscoe,44.5,14.7,214.24759271994498,4904.466988647343,FEMALE
Gentoo,Biscoe,50.8,15.7,225.89335385974482,5238.300861671187,MALE
Gentoo,Biscoe,49.4,15.8,216.57676169919424,4955.284473482207,MALE
Gentoo,Biscoe,46.9,14.6,222.72015359292433,4902.723649026985,FEMALE
Gentoo,Biscoe,48.4,14.4,202.9235559498907,4577.716623822524,FEMALE
Gentoo,Biscoe,51.1,16.5,224.63051085666535,5167.404757576384,MALE
Gentoo,Biscoe,48.5,15.0,220.42018685844917,4829.195038965395,FEMALE
Gentoo,Biscoe,55.9,17.0,227.92072107326317,5605.038667633897,MALE
Gentoo,Biscoe,47.2,15.5,214.96987363459235,4958.677418867942,FEMALE
Gentoo,Biscoe,49.1,15.0,228.93819452826568,5483.113669279217,MALE
Gentoo,Biscoe,47.3,13.8,215.90222946575793,4721.544782692997,
Gentoo,Biscoe,46.8,16.1,214.10036183381771,5359.849235142853,MALE
Gentoo,Biscoe,41.7,14.7,208.8110119688266,4696.984508054275,FEMALE
Gentoo,Biscoe,53.4,15.8,219.29759372016574,5533.132356013007,MALE
Gentoo,Biscoe,43.3,14.0,206.6521051994337,4593.981703362732,FEMALE
Gentoo,Biscoe,48.1,15.1,208.79880387798642,5533.82615188511,MALE
Gentoo,Biscoe,50.5,15.2,216.10150480357646,4993.566356060681,FEMALE
Gentoo,Biscoe,49.8,15.9,228.56406325698615,5823.382385137586,MALE
Gentoo,Biscoe,43.5,15.2,214.2431736790966,4631.291379648948,FEMALE
Gentoo,Biscoe,51.5,16.3,232.3207741621022,5494.670218771605,MALE
Gentoo,Biscoe,46.2,14.1,215.62316407777624,4345.4723565249515,FEMALE
Gentoo,Biscoe,55.1,16.0,230.37835399060683,5844.306296247952,MALE
Gentoo,Biscoe,44.5,15.7,218.04850468197284,4907.615493285486,
Gentoo,Biscoe,48.8,16.2,221.56069231029085,6039.580920137952,MALE
Gentoo,Biscoe,47.2,13.7,214.2081714963389,4894.535267251094,FEMALE
Gentoo,Biscoe,,,,,
Gentoo,Biscoe,46.8,14.3,214.28738802096336,4858.811662883547,FEMALE
Gentoo,Biscoe,50.4,15.7,221.6984135390122,5726.212218386824,MALE
Gentoo,Biscoe,45.2,14.8,212.62820182697425,5057.816970645559,FEMALE
Gentoo,Biscoe,49.9,16.1,213.7642910798448,5369.314896120571,MALE
Adelie,Torgersen,39.1,18.7,180.806477095992,3680.282102319358,MALE
Adelie,Torgersen,39.5,17.4,185.9401680713921,3815.283965969144,FEMALE
Adelie,Torgersen,40.3,18.0,193.82212906864842,3156.0892684407477,FEMALE
Adelie,Torgersen,,,,,
Adelie,Torgersen,36.7,19.3,193.19140253498847,3411.1367618113027,FEMALE
Adelie,Torgersen,39.3,20.6,188.94381736532725,3579.6807625464808,MALE
Adelie,Torgersen,38.9,17.8,180.25426998500896,3619.4274230774768,FEMALE
Adelie,Torgersen,39.2,19.6,197.0007619727773,4638.795267880415,MALE
Adelie,Torgersen,34.1,18.1,194.4881917870447,3429.7780774217895,
Adelie,Torgersen,42.0,20.2,189.83009241349114,4280.276259748118,
Adelie,Torgersen,37.8,17.1,186.47971479545623,3332.2141325920106,
Adelie,Torgersen,37.8,17.3,179.6974780100754,3647.9908661053896,
